21830,Шоколадница,637379839,да,Шоколадница,кафе,Центральный административный округ,Басманный район,"город Москва, Бауманская улица, дом 33/2, строение 1",(495) 916-57-62,48,нет,37.678681276899106,55.77302899555391,"{type=Point, coordinates=[37.6786812768991, 55.7730289955539]}"
22366,МУ-МУ,637379891,да,Му-Му,кафе,Центральный административный округ,Басманный район,"город Москва, Бауманская улица, дом 35/1",(499) 261-33-58,160,нет,37.678960226636995,55.771586681103294,"{type=Point, coordinates=[37.678960226637, 55.7715866811033]}"
28608,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,637381676,нет,,буфет,Центральный административный округ,Басманный район,"город Москва, Бригадирский переулок, дом 3-5",(499) 261-51-67,34,нет,37.679609224948955,55.76545455297085,"{type=Point, coordinates=[37.67960922494895, 55.765454552970844]}"
132486,Дом 12,637393784,нет,,буфет,Центральный административный округ,Басманный район,"город Москва, улица Казакова, дом 8А",(926) 295-05-77,24,нет,37.661498425199866,55.762608795785084,"{type=Point, coordinates=[37.661498425199866, 55.76260879578508]}"
22357,Чито-Ра,637393797,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, улица Казакова, дом 10/2, строение 1",(499) 265-78-76,40,нет,37.662845514876196,55.7622012817049,"{type=Point, coordinates=[37.6628455148762, 55.7622012817049]}"
21659,Бар- буфет «Николай»,637394417,да,Николай,кафе,Центральный административный округ,Басманный район,"город Москва, Старая Басманная улица, дом 5, строение 1",(495) 641-03-53,65,нет,37.65700902806,55.7645010634248,"{type=Point, coordinates=[37.65700902806, 55.7645010634248]}"
26624,Флорентини,637394457,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, Старая Басманная улица, дом 9, корпус 1",(495) 608-03-50,48,нет,37.6577761398384,55.7648270069061,"{type=Point, coordinates=[37.6577761398384, 55.7648270069061]}"
156563,Beer Gik,637395432,нет,,бар,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 22, строение 1",(495) 624-80-14,10,нет,37.63441107333824,55.7620712031242,"{type=Point, coordinates=[37.634411073338235, 55.7620712031242]}"
22129,Погребок,637395458,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 22, строение 1",(495) 462-02-21,34,нет,37.63441107333824,55.7620712031242,"{type=Point, coordinates=[37.634411073338235, 55.7620712031242]}"
150572,Пробка Гриль,637395564,нет,,бар,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 24/7, строение 1",(495) 966-15-91,120,нет,37.635630799561525,55.76248802260349,"{type=Point, coordinates=[37.63563079956152, 55.7624880226035]}"
154627,TEMPO DI PASTA,637395643,нет,,бар,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 24/7, строение 1",(499) 380-63-03,90,нет,37.635593,55.762444,"{type=Point, coordinates=[37.635593, 55.762444]}"
154750,Хлеб насущный,637395669,да,Хлеб насущный,кафе,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 24/7, строение 1",(495) 984-91-86,50,нет,37.635593,55.762444,"{type=Point, coordinates=[37.635593, 55.762444]}"
21814,Шоколадница,637395710,да,Шоколадница,кафе,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 24/7, строение 2",(495) 924-28-43,55,нет,37.635798119170495,55.7632395206206,"{type=Point, coordinates=[37.6357981191705, 55.7632395206206]}"
20749,Крошка Картошка,637395750,да,Крошка Картошка,предприятие быстрого обслуживания,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 30/1/2, строение 1",(495) 995-21-34,15,нет,37.63916423041074,55.76528752837034,"{type=Point, coordinates=[37.63916423041074, 55.765287528370344]}"
26713,Макдоналдс,637395778,да,Макдоналдс,кафе,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 30/1/2, строение 1",(495) 923-58-48,131,нет,37.638405226333404,55.7653642024568,"{type=Point, coordinates=[37.6384052263334, 55.7653642024568]}"
149517,Теремок,637395804,да,Теремок,кафе,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 30/1/2, строение 2",(495) 956-27-30,20,нет,37.63891339805468,55.765140721244364,"{type=Point, coordinates=[37.638913398054676, 55.765140721244364]}"
143454,LAMBIC Брассерия,637395856,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 40А",(495) 628-28-82,60,нет,37.64065501918893,55.766469723705626,"{type=Point, coordinates=[37.64065501918893, 55.766469723705626]}"
25956,ЭЛЬ ГАУЧО,637396359,нет,,ресторан,Центральный административный округ,Басманный район,"город Москва, Большой Козловский переулок, дом 3/2",(495) 923-40-20,80,нет,37.64675226079,55.767736224649205,"{type=Point, coordinates=[37.64675226079, 55.7677362246492]}"
132665,Папа Вейдер,637396678,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, Большой Златоустинский переулок, дом 3/5, строение 1",(929) 629-15-53,50,нет,37.63306427272391,55.75914346221719,"{type=Point, coordinates=[37.6330642727239, 55.75914346221719]}"
25950,Темпл бар,637401172,да,Темпл,ресторан,Центральный административный округ,Басманный район,"город Москва, Ладожская улица, дом 2/37",(495) 980-73-29,94,нет,37.679550311619906,55.771134060964705,"{type=Point, coordinates=[37.6795503116199, 55.7711340609647]}"
22360,КАФЕ БУЛОШНАЯ,637409873,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, Лялин переулок, дом 7/2, строение 1",(495) 917-32-95,50,нет,37.652063034635596,55.7595995267129,"{type=Point, coordinates=[37.6520630346356, 55.7595995267129]}"
120714,Глав Пив Маг,637410047,нет,,бар,Центральный административный округ,Басманный район,"город Москва, улица Макаренко, дом 2/21, строение 1",(495) 916-23-25,40,нет,37.64691670791892,55.760578258669085,"{type=Point, coordinates=[37.64691670791892, 55.760578258669085]}"
146555,Beermood,637410049,нет,,бар,Центральный административный округ,Басманный район,"город Москва, улица Макаренко, дом 2/21, строение 1",(962) 365-39-99,45,нет,37.64691670791892,55.760578258669085,"{type=Point, coordinates=[37.64691670791892, 55.760578258669085]}"
154967,Чайный клуб «Мойчай.ру»,637411247,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 41, строение 1",(495) 580-97-77,35,нет,37.651933189218894,55.762270022865216,"{type=Point, coordinates=[37.6519331892189, 55.76227002286522]}"
84014,Бейрут,637411267,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, улица Машкова, дом 22",(495) 625-59-10,25,нет,37.653297511617474,55.764277621367775,"{type=Point, coordinates=[37.653297511617474, 55.764277621367775]}"
156679,Cezve Coffee,637423121,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, Подсосенский переулок, дом 8, строение 2",(499) 404-06-02,20,нет,37.65002491767621,55.758257810643535,"{type=Point, coordinates=[37.650024917676205, 55.75825781064354]}"
152839,Плов,637423199,нет,,ресторан,Центральный административный округ,Басманный район,"город Москва, Покровский бульвар, дом 14/6",(495) 917-44-63,120,нет,37.64722087946044,55.755005999638776,"{type=Point, coordinates=[37.64722087946044, 55.755005999638776]}"
21743,Шоколадница,637428484,да,Шоколадница,кафе,Центральный административный округ,Басманный район,"город Москва, Садовая-Черногрязская улица, дом 3Б, строение 1",(499) 975-18-71,65,нет,37.6522561536856,55.7672533819569,"{type=Point, coordinates=[37.6522561536856, 55.7672533819569]}"
24910,Алтаргана,637428512,нет,,кафе,Центральный административный округ,Басманный район,"город Москва, Садовая-Черногрязская улица, дом 3Б, строение 1",(499) 975-56-39,30,нет,37.652524374586804,55.7673439154172,"{type=Point, coordinates=[37.6525243745868, 55.7673439154172]}"
